Timestamp(ms),Current(uA),D0-D7
105942.74,338.858,00000000
105942.75,343.378,00000000
105942.76,343.378,00000000
105942.77,340.665,00000000
105942.78,337.954,00000000
105942.79,336.599,00000000
105942.8,337.954,00000000
105942.81,339.761,00000000
105942.82,342.474,00000000
105942.83,344.735,00000000
105942.84,342.474,00000000
105942.85,340.213,00000000
105942.86,339.309,00000000
105942.87,337.050,00000000
105942.88,340.213,00000000
105942.89,341.117,00000000
105942.9,343.378,00000000
105942.91,343.378,00000000
105942.92,341.569,00000000
105942.93,338.406,00000000
105942.94,337.050,00000000
105942.95,338.406,00000000
105942.96,337.954,00000000
105942.97,341.569,00000000
105942.98,343.830,00000000
105942.99,340.665,00000000
105943,340.213,00000000
105943.01,336.147,00000000
105943.02,336.147,00000000
105943.03,338.406,00000000
105943.04,339.761,00000000
105943.05,342.022,00000000
105943.06,342.022,00000000
105943.07,340.665,00000000
105943.08,337.050,00000000
105943.09,336.599,00000000
105943.1,337.502,00000000
105943.11,337.050,00000000
105943.12,339.309,00000000
105943.13,342.474,00000000
105943.14,342.474,00000000
105943.15,341.117,00000000
105943.16,336.147,00000000
105943.17,337.050,00000000
105943.18,336.599,00000000
105943.19,337.954,00000000
105943.2,340.665,00000000
105943.21,342.022,00000000
105943.22,341.117,00000000
105943.23,337.954,00000000
105943.24,334.792,00000000
105943.25,337.502,00000000
105943.26,338.406,00000000
105943.27,337.954,00000000
105943.28,339.309,00000000
105943.29,339.309,00000000
105943.3,340.213,00000000
105943.31,335.695,00000000
105943.32,335.695,00000000
105943.33,338.406,00000000
105943.34,338.406,00000000
105943.35,339.761,00000000
105943.36,343.830,00000000
105943.37,340.213,00000000
105943.38,337.502,00000000
105943.39,336.599,00000000
105943.4,336.147,00000000
105943.41,337.502,00000000
105943.42,338.406,00000000
105943.43,340.665,00000000
105943.44,341.569,00000000
105943.45,341.117,00000000
105943.46,337.502,00000000
105943.47,336.599,00000000
105943.48,337.050,00000000
105943.49,337.050,00000000
105943.5,342.022,00000000
105943.51,344.735,00000000
105943.52,343.830,00000000
105943.53,340.213,00000000
105943.54,336.147,00000000
105943.55,335.695,00000000
105943.56,336.599,00000000
105943.57,338.406,00000000
105943.58,341.117,00000000
105943.59,342.022,00000000
105943.6,340.665,00000000
105943.61,337.050,00000000
105943.62,335.244,00000000
105943.63,336.599,00000000
105943.64,337.502,00000000
105943.65,340.665,00000000
105943.66,342.926,00000000
105943.67,342.926,00000000
105943.68,340.213,00000000
105943.69,337.050,00000000
105943.7,337.954,00000000
105943.71,338.406,00000000
105943.72,339.761,00000000
105943.73,342.926,00000000
105943.74,342.022,00000000
105943.75,342.022,00000000
105943.76,339.309,00000000
105943.77,337.050,00000000
105943.78,337.050,00000000
105943.79,339.309,00000000
105943.8,343.830,00000000
105943.81,343.830,00000000
105943.82,342.926,00000000
105943.83,342.474,00000000
105943.84,337.954,00000000
105943.85,338.406,00000000
105943.86,338.858,00000000
105943.87,339.761,00000000
105943.88,342.926,00000000
105943.89,344.283,00000000
105943.9,341.569,00000000
105943.91,337.050,00000000
105943.92,337.050,00000000
105943.93,336.599,00000000
105943.94,339.309,00000000
105943.95,339.761,00000000
105943.96,342.022,00000000
105943.97,342.022,00000000
105943.98,340.665,00000000
105943.99,334.792,00000000
105944,337.954,00000000
105944.01,336.147,00000000
105944.02,336.147,00000000
105944.03,340.213,00000000
105944.04,342.022,00000000
105944.05,342.474,00000000
105944.06,339.761,00000000
105944.07,336.147,00000000
105944.08,337.502,00000000
105944.09,337.954,00000000
105944.1,338.406,00000000
105944.11,342.926,00000000
105944.12,341.117,00000000
105944.13,341.117,00000000
105944.14,338.406,00000000
105944.15,335.695,00000000
105944.16,338.406,00000000
105944.17,338.858,00000000
105944.18,339.761,00000000
105944.19,341.569,00000000
105944.2,341.117,00000000
105944.21,339.309,00000000
105944.22,335.695,00000000
105944.23,335.244,00000000
105944.24,335.695,00000000
105944.25,340.213,00000000
105944.26,342.474,00000000
105944.27,342.926,00000000
105944.28,338.858,00000000
105944.29,336.599,00000000
105944.3,334.792,00000000
105944.31,337.502,00000000
105944.32,337.954,00000000
105944.33,340.665,00000000
105944.34,341.117,00000000
105944.35,342.474,00000000
105944.36,338.858,00000000
105944.37,334.792,00000000
105944.38,337.502,00000000
105944.39,337.050,00000000
105944.4,339.761,00000000
105944.41,343.830,00000000
105944.42,343.830,00000000
105944.43,342.022,00000000
105944.44,337.050,00000000
105944.45,337.502,00000000
105944.46,338.406,00000000
105944.47,338.858,00000000
105944.48,340.213,00000000
105944.49,341.117,00000000
105944.5,342.022,00000000
105944.51,339.309,00000000
105944.52,336.599,00000000
105944.53,335.695,00000000
105944.54,336.147,00000000
105944.55,337.954,00000000
105944.56,340.665,00000000
105944.57,342.022,00000000
105944.58,340.213,00000000
105944.59,338.406,00000000
105944.6,336.599,00000000
105944.61,336.147,00000000
105944.62,337.502,00000000
105944.63,339.761,00000000
105944.64,341.117,00000000
105944.65,342.474,00000000
105944.66,342.022,00000000
105944.67,334.341,00000000
105944.68,336.599,00000000
105944.69,337.502,00000000
105944.7,336.147,00000000
