Timestamp(ms),Current(uA),D0-D7
272299.37,336.147,00000000
272299.38,335.244,00000000
272299.39,335.695,00000000
272299.4,336.599,00000000
272299.41,336.599,00000000
272299.42,336.147,00000000
272299.43,336.147,00000000
272299.44,337.050,00000000
272299.45,337.050,00000000
272299.46,336.147,00000000
272299.47,338.406,00000000
272299.48,335.244,00000000
272299.49,336.599,00000000
272299.5,336.599,00000000
272299.51,336.147,00000000
272299.52,336.599,00000000
272299.53,334.792,00000000
272299.54,336.599,00000000
272299.55,337.050,00000000
272299.56,336.147,00000000
272299.57,335.244,00000000
272299.58,337.954,00000000
272299.59,336.599,00000000
272299.6,337.502,00000000
272299.61,338.406,00000000
272299.62,336.599,00000000
272299.63,336.147,00000000
272299.64,337.050,00000000
272299.65,335.695,00000000
272299.66,336.147,00000000
272299.67,334.341,00000000
272299.68,335.695,00000000
272299.69,336.599,00000000
272299.7,337.050,00000000
272299.71,336.147,00000000
272299.72,338.406,00000000
272299.73,336.147,00000000
272299.74,337.050,00000000
272299.75,335.244,00000000
272299.76,335.695,00000000
272299.77,334.792,00000000
272299.78,335.695,00000000
272299.79,335.695,00000000
272299.8,336.147,00000000
272299.81,335.244,00000000
272299.82,334.792,00000000
272299.83,337.954,00000000
272299.84,336.599,00000000
272299.85,336.599,00000000
272299.86,335.244,00000000
272299.87,336.147,00000000
272299.88,336.147,00000000
272299.89,335.244,00000000
272299.9,334.341,00000000
272299.91,336.147,00000000
272299.92,337.502,00000000
272299.93,337.050,00000000
272299.94,336.599,00000000
272299.95,337.502,00000000
272299.96,337.050,00000000
272299.97,337.502,00000000
272299.98,336.147,00000000
272299.99,339.309,00000000
272300,336.599,00000000
272300.01,336.599,00000000
272300.02,336.147,00000000
272300.03,336.147,00000000
272300.04,335.244,00000000
272300.05,335.695,00000000
272300.06,335.695,00000000
272300.07,335.695,00000000
272300.08,338.406,00000000
272300.09,336.599,00000000
272300.1,338.406,00000000
272300.11,335.695,00000000
272300.12,337.050,00000000
272300.13,337.050,00000000
272300.14,335.244,00000000
272300.15,335.695,00000000
272300.16,334.792,00000000
272300.17,336.599,00000000
272300.18,336.599,00000000
272300.19,335.695,00000000
272300.2,335.244,00000000
272300.21,335.695,00000000
272300.22,336.599,00000000
272300.23,335.695,00000000
272300.24,334.792,00000000
272300.25,336.599,00000000
272300.26,335.244,00000000
272300.27,335.244,00000000
272300.28,335.244,00000000
272300.29,336.147,00000000
272300.3,334.792,00000000
272300.31,334.341,00000000
272300.32,332.535,00000000
272300.33,336.147,00000000
272300.34,334.341,00000000
272300.35,335.695,00000000
272300.36,336.147,00000000
272300.37,334.341,00000000
272300.38,335.244,00000000
272300.39,334.341,00000000
272300.4,334.792,00000000
272300.41,334.792,00000000
272300.42,334.792,00000000
272300.43,335.244,00000000
272300.44,336.147,00000000
272300.45,334.792,00000000
272300.46,335.244,00000000
272300.47,335.244,00000000
272300.48,334.341,00000000
272300.49,335.244,00000000
272300.5,334.792,00000000
272300.51,335.695,00000000
272300.52,335.244,00000000
272300.53,336.147,00000000
272300.54,335.244,00000000
272300.55,335.244,00000000
272300.56,334.341,00000000
272300.57,334.341,00000000
272300.58,336.147,00000000
272300.59,335.695,00000000
272300.6,334.792,00000000
272300.61,333.889,00000000
272300.62,336.599,00000000
272300.63,335.244,00000000
272300.64,334.792,00000000
272300.65,336.147,00000000
272300.66,334.341,00000000
272300.67,336.147,00000000
272300.68,335.695,00000000
272300.69,336.147,00000000
272300.7,334.792,00000000
272300.71,337.050,00000000
272300.72,335.695,00000000
272300.73,336.599,00000000
272300.74,337.502,00000000
272300.75,336.147,00000000
272300.76,334.792,00000000
272300.77,336.147,00000000
272300.78,335.695,00000000
272300.79,336.147,00000000
272300.8,336.599,00000000
272300.81,334.792,00000000
272300.82,334.341,00000000
272300.83,337.050,00000000
272300.84,337.050,00000000
272300.85,336.599,00000000
272300.86,336.147,00000000
272300.87,338.406,00000000
272300.88,337.050,00000000
272300.89,336.147,00000000
272300.9,335.695,00000000
272300.91,335.695,00000000
272300.92,337.050,00000000
272300.93,336.599,00000000
272300.94,337.954,00000000
272300.95,335.244,00000000
272300.96,338.406,00000000
272300.97,337.954,00000000
272300.98,337.050,00000000
272300.99,337.050,00000000
272301,337.050,00000000
272301.01,337.050,00000000
272301.02,336.147,00000000
272301.03,335.695,00000000
272301.04,336.599,00000000
272301.05,336.147,00000000
272301.06,336.147,00000000
272301.07,334.792,00000000
272301.08,336.599,00000000
272301.09,335.244,00000000
272301.1,336.599,00000000
272301.11,334.341,00000000
272301.12,336.147,00000000
272301.13,335.695,00000000
272301.14,333.889,00000000
272301.15,335.695,00000000
272301.16,334.792,00000000
272301.17,333.889,00000000
272301.18,333.438,00000000
272301.19,333.889,00000000
272301.2,332.084,00000000
272301.21,333.889,00000000
272301.22,334.792,00000000
272301.23,333.889,00000000
272301.24,335.244,00000000
272301.25,334.792,00000000
272301.26,334.792,00000000
272301.27,335.695,00000000
272301.28,335.244,00000000
272301.29,334.792,00000000
272301.3,335.244,00000000
272301.31,334.792,00000000
272301.32,332.535,00000000
272301.33,335.695,00000000
272301.34,333.889,00000000
272301.35,335.695,00000000
272301.36,336.147,00000000
272301.37,334.341,00000000
272301.38,336.147,00000000
272301.39,334.792,00000000
272301.4,334.341,00000000
272301.41,334.792,00000000
272301.42,333.438,00000000
272301.43,333.889,00000000
272301.44,334.792,00000000
272301.45,333.438,00000000
272301.46,335.244,00000000
272301.47,335.244,00000000
272301.48,333.438,00000000
272301.49,334.341,00000000
272301.5,333.438,00000000
272301.51,333.438,00000000
272301.52,336.599,00000000
272301.53,334.341,00000000
272301.54,334.792,00000000
272301.55,334.341,00000000
272301.56,332.987,00000000
272301.57,333.438,00000000
272301.58,334.341,00000000
272301.59,334.792,00000000
272301.6,335.244,00000000
272301.61,335.244,00000000
272301.62,334.341,00000000
272301.63,335.244,00000000
272301.64,334.341,00000000
272301.65,334.792,00000000
272301.66,335.695,00000000
272301.67,335.695,00000000
272301.68,336.147,00000000
272301.69,334.341,00000000
272301.7,334.792,00000000
272301.71,334.792,00000000
272301.72,334.792,00000000
272301.73,334.341,00000000
272301.74,334.341,00000000
272301.75,334.792,00000000
272301.76,334.792,00000000
272301.77,335.244,00000000
272301.78,334.341,00000000
272301.79,335.695,00000000
272301.8,335.244,00000000
272301.81,335.695,00000000
272301.82,334.341,00000000
272301.83,334.341,00000000
272301.84,335.695,00000000
272301.85,334.792,00000000
272301.86,335.244,00000000
272301.87,336.147,00000000
272301.88,333.889,00000000
272301.89,335.244,00000000
272301.9,335.244,00000000
272301.91,334.341,00000000
272301.92,333.438,00000000
272301.93,334.792,00000000
272301.94,334.341,00000000
272301.95,334.792,00000000
272301.96,334.792,00000000
272301.97,333.438,00000000
272301.98,334.792,00000000
272301.99,332.987,00000000
272302,333.438,00000000
272302.01,334.792,00000000
272302.02,334.341,00000000
272302.03,333.438,00000000
272302.04,333.889,00000000
272302.05,332.535,00000000
272302.06,332.987,00000000
272302.07,332.535,00000000
